Kingdom	Phylum	Order	Family	Class	Genus	V7
ASV5770	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV5771	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Cryomorpha	NA
ASV5772	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5773	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
ASV5774	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV5775	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Octadecabacter	NA
ASV5776	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
ASV5777	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
ASV5778	Bacteria	Proteobacteria	Rickettsiales	AB1	Alphaproteobacteria	NA	NA
ASV5779	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
ASV5780	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV5781	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
ASV5782	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
ASV5783	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
ASV5784	Bacteria	Tenericutes	Izimaplasmatales	Izimaplasmataceae	Mollicutes	Izimaplasma	NA
ASV5785	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5786	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Algisphaera	NA
ASV5787	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	Leucothrix	NA
ASV5788	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV5789	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
ASV5790	Bacteria	Proteobacteria	Myxococcales	Amb-16S-1034	Deltaproteobacteria	NA	NA
ASV5791	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5792	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	NA	NA
ASV5793	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5794	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	Flexithrix	NA
ASV5795	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
ASV5796	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
ASV5797	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV5798	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
ASV5799	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV5800	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
ASV5801	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
ASV5802	Bacteria	Proteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria	Serratia	NA
ASV5803	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV5804	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Alphaproteobacteria	Anderseniella	NA
ASV5805	Bacteria	Proteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Gammaproteobacteria	IS-44	NA
ASV5806	Bacteria	Proteobacteria	Myxococcales	Nannocystaceae	Deltaproteobacteria	NA	NA
ASV5807	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV5808	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sulfitobacter	NA
ASV5809	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
ASV5810	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
ASV5811	Bacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacteriia	Propionigenium	NA
ASV5812	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
ASV5813	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5814	Bacteria	Proteobacteria	Rhodovibrionales	Kiloniellaceae	Alphaproteobacteria	Tistlia	NA
ASV5815	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
ASV5816	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV5817	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Altererythrobacter	NA
ASV5818	Bacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Actinobacteria	Blastococcus	NA
ASV5819	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingomonas	NA
ASV5820	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
ASV5821	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV5822	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Paracoccus	NA
ASV5823	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
ASV5824	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV5825	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV5826	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
ASV5827	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV5828	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV5829	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV5830	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
ASV5831	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV5832	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV5833	Bacteria	Proteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria	Kordiimonas	NA
ASV5834	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5835	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
ASV5836	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
ASV5837	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV5838	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
ASV5839	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
ASV5840	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	CL500-3	NA
ASV5841	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV5842	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	NA	NA
ASV5843	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV5844	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Owenweeksia	NA
ASV5845	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV5846	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	NA	NA
ASV5847	Bacteria	Firmicutes	Bacillales	Bacillaceae	Bacilli	Anaerobacillus	NA
ASV5848	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV5849	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV5850	Bacteria	Proteobacteria	Thalassobaculales	Nisaeaceae	Alphaproteobacteria	OM75_clade	NA
ASV5851	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fabibacter	NA
ASV5852	Bacteria	Proteobacteria	Immundisolibacterales	Immundisolibacteraceae	Gammaproteobacteria	NA	NA
ASV5853	Bacteria	Proteobacteria	Piscirickettsiales	Piscirickettsiaceae	Gammaproteobacteria	Candidatus_Endoecteinascidia	NA
ASV5854	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5855	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5856	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV5857	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
ASV5858	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV5859	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV5860	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5861	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	Cm1-21	NA
ASV5862	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Candidatus_Electrothrix	NA
ASV5863	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	Candidatus_Amoebophilus	NA
ASV5864	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
ASV5865	Bacteria	Epsilonbacteraeota	Campylobacterales	Sulfurovaceae	Campylobacteria	Sulfurovum	NA
ASV5866	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5867	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Photobacterium	NA
ASV5868	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5869	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV5870	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
ASV5871	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV5872	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5873	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	NA	NA
ASV5874	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV5875	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5876	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV5877	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
ASV5878	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV5879	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
ASV5880	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5881	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	NA
ASV5882	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
ASV5883	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
ASV5884	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV5885	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5886	Bacteria	Proteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria	NA	NA
ASV5887	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV5888	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5889	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV5890	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV5891	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV5892	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Roseobacter_clade_NAC11-7_lineage	NA
ASV5893	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
ASV5894	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5895	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV5896	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rubripirellula	NA
ASV5897	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Hellea	NA
ASV5898	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV5899	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
ASV5900	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV5901	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
ASV5902	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV5903	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
ASV5904	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Pelagicoccus	NA
ASV5905	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	litoriviva
ASV5906	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Haloferula	NA
ASV5907	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
ASV5908	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
ASV5909	Bacteria	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomycetacia	Rubinisphaera	NA
ASV5910	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV5911	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquimarina	NA
ASV5912	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	NA	NA
ASV5913	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS5_marine_group	NA
ASV5914	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
ASV5915	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
ASV5916	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5917	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Micrococcus	NA
ASV5918	Bacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Actinobacteria	Cutibacterium	NA
ASV5919	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
ASV5920	Bacteria	Proteobacteria	Paracaedibacterales	Paracaedibacteraceae	Alphaproteobacteria	Candidatus_Captivus	NA
ASV5921	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Altererythrobacter	NA
ASV5922	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	NA	NA
ASV5923	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
ASV5924	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavobacterium	urumqiense/xinjiangense
ASV5925	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV5926	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Lentimonas	NA
ASV5927	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
ASV5928	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV5929	Bacteria	Proteobacteria	Myxococcales	Nannocystaceae	Deltaproteobacteria	NA	NA
ASV5930	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV5931	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV5932	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV5933	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	JL-ETNP-F27	NA
ASV5934	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	NA	NA
ASV5935	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5936	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV5937	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5938	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5939	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sedimentitalea	NA
ASV5940	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV5941	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV5942	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV5943	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Erythrobacter	NA
ASV5944	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5945	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pseudofulvibacter	NA
ASV5946	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
ASV5947	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5948	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV5949	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	Candidatus_Jidaibacter	NA
ASV5950	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV5951	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Polynucleobacter	NA
ASV5952	Bacteria	Actinobacteria	Frankiales	Sporichthyaceae	Actinobacteria	hgcI_clade	NA
ASV5953	Bacteria	Bacteroidetes	Cytophagales	Bernardetiaceae	Bacteroidia	Bernardetia	NA
ASV5954	Bacteria	Firmicutes	Bacillales	Bacillaceae	Bacilli	Bacillus	NA
ASV5955	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV5956	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
ASV5957	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV5958	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV5959	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV5960	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Owenweeksia	NA
ASV5961	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfoconvexum	NA
ASV5962	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Saccharophagus	NA
ASV5963	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Candidatus_Electrothrix	NA
ASV5964	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Owenweeksia	NA
ASV5965	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5966	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
ASV5967	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV5968	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5969	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
ASV5970	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
ASV5971	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
ASV5972	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV5973	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
ASV5974	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV5975	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV5976	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
ASV5977	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
ASV5978	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
ASV5979	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV5980	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Candidatus_Endobugula	NA
ASV5981	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV5982	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV5983	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	NA
ASV5984	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV5985	Bacteria	Epsilonbacteraeota	Campylobacterales	Sulfurovaceae	Campylobacteria	Sulfurovum	NA
ASV5986	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV5987	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS5_marine_group	NA
ASV5988	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
ASV5989	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
ASV5990	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5991	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
ASV5992	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
ASV5993	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5994	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
ASV5995	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
ASV5996	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
ASV5997	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	NA	NA
ASV5998	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
ASV5999	Bacteria	Bacteroidetes	Ignavibacteriales	PHOS-HE36	Ignavibacteria	NA	NA
ASV6000	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	Candidatus_Paenicardinium	NA
ASV6001	Bacteria	Proteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria	Serratia	NA
ASV6002	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
ASV6003	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV6004	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
ASV6005	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
ASV6006	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Psychrobium	NA
