Kingdom	Phylum	Order	Family	Class	Genus	V7
ASV5534	Bacteria	Proteobacteria	Oceanospirillales	Oleiphilaceae	Gammaproteobacteria	Oleiphilus	NA
ASV5535	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV5536	Bacteria	Lentisphaerae	Victivallales	Arctic95B-14	Lentisphaeria	NA	NA
ASV5537	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV5538	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Janthinobacterium	lividum/svalbardensis
ASV5539	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Acinetobacter	NA
ASV5540	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	NA	NA
ASV5541	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
ASV5542	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV5543	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
ASV5544	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Brumimicrobium	NA
ASV5545	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
ASV5546	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Roseobacter_clade_NAC11-7_lineage	NA
ASV5547	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Alkalimarinus	NA
ASV5548	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
ASV5549	Bacteria	Epsilonbacteraeota	Campylobacterales	Thiovulaceae	Campylobacteria	Sulfurimonas	NA
ASV5550	Bacteria	Bacteroidetes	Bacteroidales	Marinilabiliaceae	Bacteroidia	NA	NA
ASV5551	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
ASV5552	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
ASV5553	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5554	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV5555	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV5556	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
ASV5557	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
ASV5558	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
ASV5559	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pibocella	NA
ASV5560	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV5561	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Rubidimonas	NA
ASV5562	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5563	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5564	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV5565	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV5566	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5567	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV5568	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Marinoscillum	NA
ASV5569	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV5570	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
ASV5571	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV5572	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Roseobacter_clade_NAC11-7_lineage	NA
ASV5573	Bacteria	Proteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Gammaproteobacteria	IS-44	NA
ASV5574	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5575	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
ASV5576	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
ASV5577	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
ASV5578	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV5579	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Verruc-01	NA
ASV5580	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingomonas	desiccabilis
ASV5581	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Acinetobacter	calcoaceticus/oleivorans/pittii/rhizosphaerae
ASV5582	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
ASV5583	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV5584	Bacteria	Acidobacteria	Pyrinomonadales	Pyrinomonadaceae	Blastocatellia_(Subgroup_4)	RB41	NA
ASV5585	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV5586	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Formosa	NA
ASV5587	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Amylibacter	NA
ASV5588	Bacteria	Proteobacteria	Acetobacterales	Acetobacteraceae	Alphaproteobacteria	Gluconobacter	frateurii/japonicus
ASV5589	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5590	Bacteria	Firmicutes	Clostridiales	Lachnospiraceae	Clostridia	NA	NA
ASV5591	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
ASV5592	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
ASV5593	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	Candidatus_Thioglobus	NA
ASV5594	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Psychrosphaera	NA
ASV5595	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV5596	Bacteria	Actinobacteria	Microtrichales	Ilumatobacteraceae	Acidimicrobiia	CL500-29_marine_group	NA
ASV5597	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Reinekea	NA
ASV5598	Bacteria	Planctomycetes	Phycisphaerales	AKAU3564_sediment_group	Phycisphaerae	NA	NA
ASV5599	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV5600	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV5601	Bacteria	Lentisphaerae	Victivallales	PRD18C08	Lentisphaeria	NA	NA
ASV5602	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5603	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV5604	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	SCGC_AAA164-E04	NA
ASV5605	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV5606	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV5607	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Aestuariicella	NA
ASV5608	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV5609	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5610	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV5611	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Algibacter	NA
ASV5612	Bacteria	Proteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria	Salinicola	halophilus/salarius/zeshunii
ASV5613	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	NA	NA
ASV5614	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5615	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV5616	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	NA	NA
ASV5617	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
ASV5618	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
ASV5619	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Psychrobium	NA
ASV5620	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NS10_marine_group	NA
ASV5621	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria	Stenotrophomonas	NA
ASV5622	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	OM43_clade	NA
ASV5623	Bacteria	Proteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria	NA	NA
ASV5624	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	Litorivivens	NA
ASV5625	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Massilia	alkalitolerans
ASV5626	Bacteria	Chlamydiae	Chlamydiales	Parachlamydiaceae	Chlamydiae	Neochlamydia	NA
ASV5627	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV5628	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
ASV5629	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Verruc-01	NA
ASV5630	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Photobacterium	NA
ASV5631	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV5632	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5633	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	OM60(NOR5)_clade	NA
ASV5634	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV5635	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Marinoscillum	NA
ASV5636	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
ASV5637	Bacteria	Chloroflexi	Ardenticatenales	Ardenticatenaceae	Anaerolineae	NA	NA
ASV5638	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5639	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV5640	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5641	Bacteria	Proteobacteria	Myxococcales	P3OB-42	Deltaproteobacteria	NA	NA
ASV5642	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
ASV5643	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV5644	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Robiginitomaculum	NA
ASV5645	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV5646	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV5647	Bacteria	Bacteroidetes	Bacteroidales	Prolixibacteraceae	Bacteroidia	Draconibacterium	NA
ASV5648	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Marimicrobium	NA
ASV5649	Bacteria	Bacteroidetes	Sphingobacteriales	FFCH9454	Bacteroidia	NA	NA
ASV5650	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
ASV5651	Bacteria	Kiritimatiellaeota	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellae	R76-B128	NA
ASV5652	Bacteria	Firmicutes	Clostridiales	Family_XII	Clostridia	Fusibacter	NA
ASV5653	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV5654	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5655	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
ASV5656	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5657	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Candidatus_Endobugula	NA
ASV5658	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5659	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Nitratireductor	aquibiodomus/aquimarinus
ASV5660	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
ASV5661	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Vibrio	alginolyticus/tasmaniensis
ASV5662	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV5663	Bacteria	Deinococcus-Thermus	Deinococcales	Deinococcaceae	Deinococci	Deinococcus	marmoris/saxicola
ASV5664	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV5665	Bacteria	Proteobacteria	Rhizobiales	Beijerinckiaceae	Alphaproteobacteria	Methylobacterium	brachythecii/gnaphalii
ASV5666	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Candidatus_Electrothrix	NA
ASV5667	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Owenweeksia	NA
ASV5668	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	JL-ETNP-F27	NA
ASV5669	Bacteria	Proteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria	Kordiimonas	NA
ASV5670	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
ASV5671	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5672	Bacteria	Bacteroidetes	Bacteroidales	Marinifilaceae	Bacteroidia	Marinifilum	NA
ASV5673	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV5674	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
ASV5675	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fabibacter	NA
ASV5676	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV5677	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
ASV5678	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
ASV5679	Bacteria	Proteobacteria	Alteromonadales	Moritellaceae	Gammaproteobacteria	Moritella	NA
ASV5680	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV5681	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NS10_marine_group	NA
ASV5682	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
ASV5683	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV5684	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
ASV5685	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV5686	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Rubritalea	NA
ASV5687	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5688	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV5689	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV5690	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	SEEP-SRB1	NA
ASV5691	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV5692	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5693	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV5694	Bacteria	Proteobacteria	Myxococcales	P3OB-42	Deltaproteobacteria	NA	NA
ASV5695	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV5696	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Hoeflea	NA
ASV5697	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Tenacibaculum	NA
ASV5698	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV5699	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5700	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
ASV5701	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV5702	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Rubidimonas	NA
ASV5703	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_4	NA
ASV5704	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Roseobacter	NA
ASV5705	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV5706	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV5707	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
ASV5708	Bacteria	Epsilonbacteraeota	Campylobacterales	Thiovulaceae	Campylobacteria	Sulfurimonas	NA
ASV5709	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5710	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	NA	NA
ASV5711	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	MSB-1D1	NA
ASV5712	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV5713	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV5714	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
ASV5715	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5716	Bacteria	Bacteroidetes	Bacteroidales	Marinilabiliaceae	Bacteroidia	NA	NA
ASV5717	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
ASV5718	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
ASV5719	Bacteria	Tenericutes	Izimaplasmatales	Izimaplasmataceae	Mollicutes	Izimaplasma	NA
ASV5720	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5721	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV5722	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
ASV5723	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5724	Bacteria	Bacteroidetes	Bacteroidales	Prolixibacteraceae	Bacteroidia	Roseimarinus	NA
ASV5725	Bacteria	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomycetacia	Fuerstia	NA
ASV5726	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
ASV5727	Bacteria	Bacteroidetes	Flavobacteriales	Schleiferiaceae	Bacteroidia	Schleiferia	NA
ASV5728	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	FS140-16B-02_marine_group	NA
ASV5729	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5730	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV5731	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5732	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	NA	NA
ASV5733	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Desulforhopalus	NA
ASV5734	Bacteria	Proteobacteria	Rickettsiales	AB1	Alphaproteobacteria	NA	NA
ASV5735	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5736	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5737	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Hellea	NA
ASV5738	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	NA	NA
ASV5739	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV5740	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
ASV5741	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV5742	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	NA	NA
ASV5743	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV5744	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5745	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
ASV5746	Bacteria	Proteobacteria	Acetobacterales	Acetobacteraceae	Alphaproteobacteria	Acidiphilium	NA
ASV5747	Bacteria	Proteobacteria	Rickettsiales	AB1	Alphaproteobacteria	NA	NA
ASV5748	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Formosa	NA
ASV5749	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5750	Bacteria	Bacteroidetes	Cytophagales	Hymenobacteraceae	Bacteroidia	Hymenobacter	NA
ASV5751	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV5752	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Erythrobacter	citreus
ASV5753	Bacteria	Epsilonbacteraeota	Campylobacterales	Sulfurovaceae	Campylobacteria	Sulfurovum	NA
ASV5754	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV5755	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5756	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Arenibacter	algicola/echinorum
ASV5757	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV5758	Bacteria	Actinobacteria	Microtrichales	Ilumatobacteraceae	Acidimicrobiia	CL500-29_marine_group	NA
ASV5759	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV5760	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV5761	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	NA	NA
ASV5762	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	Candidatus_Fritschea	NA
ASV5763	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV5764	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
ASV5765	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV5766	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV5767	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Leeuwenhoekiella	aequorea
ASV5768	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV5769	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS5_marine_group	NA
