ASVs	Kingdom	Phylum	Order	Family	Class	Genus	V7
8093	ASV8093	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8094	ASV8094	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
8095	ASV8095	Bacteria	Proteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria	Kordiimonas	NA
8096	ASV8096	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8097	ASV8097	Bacteria	Chlamydiae	Chlamydiales	Parachlamydiaceae	Chlamydiae	Neochlamydia	NA
8098	ASV8098	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
8099	ASV8099	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
8100	ASV8100	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
8101	ASV8101	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
8102	ASV8102	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	NA	NA
8103	ASV8103	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
8104	ASV8104	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	NA	NA
8105	ASV8105	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
8106	ASV8106	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
8107	ASV8107	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sulfitobacter	NA
8108	ASV8108	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetovibrio	NA
8109	ASV8109	Bacteria	Tenericutes	Izimaplasmatales	Izimaplasmataceae	Mollicutes	Izimaplasma	NA
8110	ASV8110	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	Candidatus_Fritschea	NA
8111	ASV8111	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	SEEP-SRB1	NA
8112	ASV8112	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	NA	NA
8113	ASV8113	Bacteria	Proteobacteria	Oceanospirillales	Oleiphilaceae	Gammaproteobacteria	Oleiphilus	NA
8114	ASV8114	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8115	ASV8115	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
8116	ASV8116	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	Allofrancisella	NA
8117	ASV8117	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
8118	ASV8118	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
8119	ASV8119	Bacteria	Bacteroidetes	Cytophagales	Bernardetiaceae	Bacteroidia	Bernardetia	NA
8120	ASV8120	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
8121	ASV8121	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Candidatus_Electrothrix	NA
8122	ASV8122	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Wenyingzhuangia	NA
8123	ASV8123	Bacteria	Bacteroidetes	Cytophagales	Bernardetiaceae	Bacteroidia	Bernardetia	NA
8124	ASV8124	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
8125	ASV8125	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
8126	ASV8126	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
8127	ASV8127	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
8128	ASV8128	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
8129	ASV8129	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
8130	ASV8130	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
8131	ASV8131	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
8132	ASV8132	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Ekhidna	NA
8133	ASV8133	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Pseudahrensia	NA
8134	ASV8134	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
8135	ASV8135	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	NA	NA
8136	ASV8136	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
8137	ASV8137	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8138	ASV8138	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Aliivibrio	logei
8139	ASV8139	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
8140	ASV8140	Bacteria	Proteobacteria	Nitrosococcales	Methylophagaceae	Gammaproteobacteria	NA	NA
8141	ASV8141	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	NA	NA
8142	ASV8142	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
8143	ASV8143	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
8144	ASV8144	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
8145	ASV8145	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	NA	NA
8146	ASV8146	Bacteria	Bacteroidetes	Cytophagales	Bernardetiaceae	Bacteroidia	Bernardetia	NA
8147	ASV8147	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	NA	NA
8148	ASV8148	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lacinutrix	NA
8149	ASV8149	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8150	ASV8150	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	Allofrancisella	NA
8151	ASV8151	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
8152	ASV8152	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
8153	ASV8153	Bacteria	Calditrichaeota	Calditrichales	Calditrichaceae	Calditrichia	Calorithrix	NA
8154	ASV8154	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
8155	ASV8155	Bacteria	Omnitrophicaeota	Omnitrophales	Omnitrophaceae	Omnitrophia	Candidatus_Omnitrophus	NA
8156	ASV8156	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
8157	ASV8157	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
8158	ASV8158	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
8159	ASV8159	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
8160	ASV8160	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	Allofrancisella	NA
8161	ASV8161	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8162	ASV8162	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
8163	ASV8163	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
8164	ASV8164	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	NA
8165	ASV8165	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	NA	NA
8166	ASV8166	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Wenyingzhuangia	NA
8167	ASV8167	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
8168	ASV8168	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	Thiothrix	NA
8169	ASV8169	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
8170	ASV8170	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
8171	ASV8171	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
8172	ASV8172	Bacteria	Proteobacteria	Myxococcales	Haliangiaceae	Deltaproteobacteria	Haliangium	NA
8173	ASV8173	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rubripirellula	NA
8174	ASV8174	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
8175	ASV8175	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Algibacter	NA
8176	ASV8176	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
8177	ASV8177	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
8178	ASV8178	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
8179	ASV8179	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
8180	ASV8180	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
8181	ASV8181	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Desulforhopalus	NA
8182	ASV8182	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
8183	ASV8183	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Aureibacter	NA
8184	ASV8184	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Formosa	NA
8185	ASV8185	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
8186	ASV8186	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	MB11C04_marine_group	NA
8187	ASV8187	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
8188	ASV8188	Bacteria	Proteobacteria	Nitrosococcales	Methylophagaceae	Gammaproteobacteria	NA	NA
8189	ASV8189	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Formosa	NA
8190	ASV8190	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Marinoscillum	NA
8191	ASV8191	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
8192	ASV8192	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
8193	ASV8193	Bacteria	Proteobacteria	Oceanospirillales	P13-46	Gammaproteobacteria	NA	NA
8194	ASV8194	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
8195	ASV8195	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8196	ASV8196	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8197	ASV8197	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
8198	ASV8198	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
8199	ASV8199	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8200	ASV8200	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
8201	ASV8201	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	FS142-36B-02	NA
8202	ASV8202	Bacteria	Proteobacteria	Diplorickettsiales	Diplorickettsiaceae	Gammaproteobacteria	NA	NA
8203	ASV8203	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Aliivibrio	logei/salmonicida/wodanis
8204	ASV8204	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Jejudonia	NA
8205	ASV8205	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
8206	ASV8206	Bacteria	Firmicutes	Clostridiales	Family_XII	Clostridia	Fusibacter	NA
8207	ASV8207	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	NA	NA
8208	ASV8208	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
8209	ASV8209	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Pseudahrensia	NA
8210	ASV8210	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
8211	ASV8211	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
8212	ASV8212	Bacteria	Firmicutes	Clostridiales	Lachnospiraceae	Clostridia	NA	NA
8213	ASV8213	Bacteria	Bacteroidetes	Ignavibacteriales	Melioribacteraceae	Ignavibacteria	IheB3-7	NA
8214	ASV8214	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
8215	ASV8215	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
8216	ASV8216	Bacteria	Bacteroidetes	Sphingobacteriales	FFCH9454	Bacteroidia	NA	NA
8217	ASV8217	Bacteria	Lentisphaerae	Victivallales	BD2-3	Lentisphaeria	NA	NA
8218	ASV8218	Bacteria	Proteobacteria	Oligoflexales	053A03-B-DI-P58	Deltaproteobacteria	NA	NA
8219	ASV8219	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
8220	ASV8220	Bacteria	Proteobacteria	Myxococcales	Blfdi19	Deltaproteobacteria	NA	NA
8221	ASV8221	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
8222	ASV8222	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
8223	ASV8223	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
8224	ASV8224	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
8225	ASV8225	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8226	ASV8226	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
8227	ASV8227	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	NA	NA
8228	ASV8228	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Algoriphagus	NA
8229	ASV8229	Bacteria	Proteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria	Halomonas	NA
8230	ASV8230	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
8231	ASV8231	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8232	ASV8232	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
8233	ASV8233	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	JL-ETNP-F27	NA
8234	ASV8234	Bacteria	Proteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria	AT-s3-44	NA
8235	ASV8235	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	Methylotenera	NA
8236	ASV8236	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	NA	NA
8237	ASV8237	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
8238	ASV8238	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
8239	ASV8239	Bacteria	Firmicutes	Bacillales	Staphylococcaceae	Bacilli	Staphylococcus	cohnii/saprophyticus
8240	ASV8240	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Vibrio	NA
8241	ASV8241	Bacteria	Firmicutes	Lactobacillales	Carnobacteriaceae	Bacilli	Alloiococcus	otitis
8242	ASV8242	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria	Pseudoxanthomonas	mexicana
8243	ASV8243	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
8244	ASV8244	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Micrococcus	NA
8245	ASV8245	Bacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Actinobacteria	Corynebacterium_1	NA
8246	ASV8246	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
8247	ASV8247	Bacteria	Verrucomicrobia	Chthoniobacterales	Chthoniobacteraceae	Verrucomicrobiae	Candidatus_Udaeobacter	NA
8248	ASV8248	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
8249	ASV8249	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingorhabdus	NA
8250	ASV8250	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_10	NA
8251	ASV8251	Bacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Actinobacteria	Arsenicicoccus	NA
8252	ASV8252	Bacteria	Tenericutes	Mycoplasmatales	Mycoplasmataceae	Mollicutes	Mycoplasma	NA
8253	ASV8253	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Seohaeicola	saemankumensis
8254	ASV8254	Bacteria	Actinobacteria	Frankiales	Nakamurellaceae	Actinobacteria	Nakamurella	NA
8255	ASV8255	Bacteria	Bacteroidetes	Flavobacteriales	Weeksellaceae	Bacteroidia	Chryseobacterium	NA
8256	ASV8256	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
8257	ASV8257	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8258	ASV8258	Bacteria	Acidobacteria	Blastocatellales	Blastocatellaceae	Blastocatellia_(Subgroup_4)	Blastocatella	NA
8259	ASV8259	Bacteria	Firmicutes	Clostridiales	Family_XI	Clostridia	Anaerococcus	NA
8260	ASV8260	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
8261	ASV8261	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
8262	ASV8262	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8263	ASV8263	Bacteria	Proteobacteria	Rickettsiales	AB1	Alphaproteobacteria	NA	NA
8264	ASV8264	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
8265	ASV8265	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Algitalea	NA
8266	ASV8266	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8267	ASV8267	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	Taeseokella	NA
8268	ASV8268	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquimarina	NA
8269	ASV8269	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
8270	ASV8270	Bacteria	Planctomycetes	Planctomycetales	Gimesiaceae	Planctomycetacia	NA	NA
8271	ASV8271	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
8272	ASV8272	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	MB11C04_marine_group	NA
8273	ASV8273	Bacteria	Bacteroidetes	Bacteroidales	Marinifilaceae	Bacteroidia	Marinifilum	NA
8274	ASV8274	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
8275	ASV8275	Bacteria	Proteobacteria	Desulfuromonadales	Geobacteraceae	Deltaproteobacteria	Geopsychrobacter	NA
8276	ASV8276	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8277	ASV8277	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
8278	ASV8278	Bacteria	Proteobacteria	Tenderiales	Tenderiaceae	Gammaproteobacteria	Candidatus_Tenderia	NA
8279	ASV8279	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
8280	ASV8280	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
8281	ASV8281	Bacteria	Bacteroidetes	Ignavibacteriales	PHOS-HE36	Ignavibacteria	NA	NA
8282	ASV8282	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetospira	NA
8283	ASV8283	Bacteria	Bacteroidetes	Bacteroidales	Prolixibacteraceae	Bacteroidia	Roseimarinus	NA
8284	ASV8284	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
8285	ASV8285	Bacteria	Bacteroidetes	Bacteroidales	Marinifilaceae	Bacteroidia	Marinifilum	NA
8286	ASV8286	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
8287	ASV8287	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
8288	ASV8288	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
8289	ASV8289	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Rubritalea	NA
8290	ASV8290	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
8291	ASV8291	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
8292	ASV8292	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
8293	ASV8293	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
8294	ASV8294	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	NA	NA
8295	ASV8295	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8296	ASV8296	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
8297	ASV8297	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
8298	ASV8298	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
8299	ASV8299	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
8300	ASV8300	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
8301	ASV8301	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
8302	ASV8302	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8303	ASV8303	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
8304	ASV8304	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
8305	ASV8305	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8306	ASV8306	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Silicimonas	NA
8307	ASV8307	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
8308	ASV8308	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
8309	ASV8309	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8310	ASV8310	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	NA	NA
8311	ASV8311	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8312	ASV8312	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8313	ASV8313	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8314	ASV8314	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	FS140-16B-02_marine_group	NA
8315	ASV8315	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8316	ASV8316	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
8317	ASV8317	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	NA	NA
8318	ASV8318	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
8319	ASV8319	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	Candidatus_Amoebophilus	NA
8320	ASV8320	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutibacter	NA
8321	ASV8321	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
