ASVs	Kingdom	Phylum	Order	Family	Class	Genus	V7
8322	ASV8322	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
8323	ASV8323	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	NA	NA
8324	ASV8324	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8325	ASV8325	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	MB11C04_marine_group	NA
8326	ASV8326	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
8327	ASV8327	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
8328	ASV8328	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
8329	ASV8329	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8330	ASV8330	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
8331	ASV8331	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
8332	ASV8332	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
8333	ASV8333	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
8334	ASV8334	Bacteria	Proteobacteria	Paracaedibacterales	Paracaedibacteraceae	Alphaproteobacteria	NA	NA
8335	ASV8335	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8336	ASV8336	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
8337	ASV8337	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8338	ASV8338	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
8339	ASV8339	Bacteria	Kiritimatiellaeota	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellae	R76-B128	NA
8340	ASV8340	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_4	NA
8341	ASV8341	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
8342	ASV8342	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	Sinobacterium	NA
8343	ASV8343	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	Rapidithrix	NA
8344	ASV8344	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	NA	NA
8345	ASV8345	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
8346	ASV8346	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
8347	ASV8347	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rubripirellula	NA
8348	ASV8348	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	Cm1-21	NA
8349	ASV8349	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
8350	ASV8350	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8351	ASV8351	Bacteria	Bacteroidetes	Cytophagales	Bernardetiaceae	Bacteroidia	Bernardetia	NA
8352	ASV8352	Bacteria	Proteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria	Kordiimonas	NA
8353	ASV8353	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_10	NA
8354	ASV8354	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8355	ASV8355	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
8356	ASV8356	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8357	ASV8357	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
8358	ASV8358	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
8359	ASV8359	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8360	ASV8360	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8361	ASV8361	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8362	ASV8362	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Cryomorpha	NA
8363	ASV8363	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
8364	ASV8364	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8365	ASV8365	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
8366	ASV8366	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
8367	ASV8367	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	NA	NA
8368	ASV8368	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
8369	ASV8369	Bacteria	Actinobacteria	Microtrichales	Ilumatobacteraceae	Acidimicrobiia	Ilumatobacter	NA
8370	ASV8370	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavicella	NA
8371	ASV8371	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
8372	ASV8372	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
8373	ASV8373	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8374	ASV8374	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
8375	ASV8375	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	Thiogranum	NA
8376	ASV8376	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
8377	ASV8377	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Roseobacter_clade_NAC11-7_lineage	NA
8378	ASV8378	Bacteria	Proteobacteria	Myxococcales	Haliangiaceae	Deltaproteobacteria	Haliangium	NA
8379	ASV8379	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
8380	ASV8380	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Phycisphaera	NA
8381	ASV8381	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
8382	ASV8382	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
8383	ASV8383	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
8384	ASV8384	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8385	ASV8385	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_23	NA
8386	ASV8386	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8387	ASV8387	Bacteria	Bacteroidetes	Sphingobacteriales	Lentimicrobiaceae	Bacteroidia	NA	NA
8388	ASV8388	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Algibacter	NA
8389	ASV8389	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfoconvexum	algidum
8390	ASV8390	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Tenacibaculum	NA
8391	ASV8391	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
8392	ASV8392	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8393	ASV8393	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
8394	ASV8394	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Algibacter	NA
8395	ASV8395	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Wenyingzhuangia	NA
8396	ASV8396	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
8397	ASV8397	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8398	ASV8398	Bacteria	Bacteroidetes	Cytophagales	Hymenobacteraceae	Bacteroidia	Hymenobacter	NA
8399	ASV8399	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
8400	ASV8400	Bacteria	Kiritimatiellaeota	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellae	R76-B128	NA
8401	ASV8401	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Thalassomonas	NA
8402	ASV8402	Bacteria	Planctomycetes	Tepidisphaerales	WD2101_soil_group	Phycisphaerae	NA	NA
8403	ASV8403	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
8404	ASV8404	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
8405	ASV8405	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8406	ASV8406	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
8407	ASV8407	Bacteria	Proteobacteria	Tenderiales	Tenderiaceae	Gammaproteobacteria	Candidatus_Tenderia	NA
8408	ASV8408	Bacteria	Proteobacteria	Piscirickettsiales	Piscirickettsiaceae	Gammaproteobacteria	Candidatus_Endoecteinascidia	NA
8409	ASV8409	Bacteria	Firmicutes	Bacillales	Staphylococcaceae	Bacilli	Staphylococcus	argenteus/aureus/equorum/phage/schweitzeri/simiae
8410	ASV8410	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
8411	ASV8411	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Cerasicoccus	NA
8412	ASV8412	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
8413	ASV8413	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Psychrobium	NA
8414	ASV8414	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
8415	ASV8415	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
8416	ASV8416	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
8417	ASV8417	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	OM43_clade	NA
8418	ASV8418	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	ingrahamii
8419	ASV8419	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria	Pseudomonas	extremaustralis/fluorescens/fulva/grimontii/marginalis/rhodesiae/trivialis/veronii
8420	ASV8420	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
8421	ASV8421	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
8422	ASV8422	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
8423	ASV8423	Bacteria	Proteobacteria	Rhodospirillales	AEGEAN-169_marine_group	Alphaproteobacteria	NA	NA
8424	ASV8424	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8425	ASV8425	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8426	ASV8426	Bacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Actinobacteria	Thermopolyspora	NA
8427	ASV8427	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
8428	ASV8428	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	Arcicella	NA
8429	ASV8429	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Luteolibacter	NA
8430	ASV8430	Bacteria	Bacteroidetes	Sphingobacteriales	Sphingobacteriaceae	Bacteroidia	Solitalea	NA
8431	ASV8431	Bacteria	Proteobacteria	Piscirickettsiales	Piscirickettsiaceae	Gammaproteobacteria	Candidatus_Endoecteinascidia	NA
8432	ASV8432	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
8433	ASV8433	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Brumimicrobium	NA
8434	ASV8434	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
8435	ASV8435	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	NA	NA
8436	ASV8436	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
8437	ASV8437	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
8438	ASV8438	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Albimonas	donghaensis
8439	ASV8439	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Muricauda	aquimarina/ruestringensis
8440	ASV8440	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
8441	ASV8441	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
8442	ASV8442	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	NA	NA
8443	ASV8443	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aureisphaera	NA
8444	ASV8444	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
8445	ASV8445	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
8446	ASV8446	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8447	ASV8447	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8448	ASV8448	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Persicirhabdus	NA
8449	ASV8449	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Polynucleobacter	NA
8450	ASV8450	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
8451	ASV8451	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
8452	ASV8452	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
8453	ASV8453	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8454	ASV8454	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8455	ASV8455	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
8456	ASV8456	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
8457	ASV8457	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8458	ASV8458	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
8459	ASV8459	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Albimonas	NA
8460	ASV8460	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
8461	ASV8461	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
8462	ASV8462	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
8463	ASV8463	Bacteria	Proteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria	Halomonas	NA
8464	ASV8464	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
8465	ASV8465	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
8466	ASV8466	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
8467	ASV8467	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
8468	ASV8468	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Marimicrobium	NA
8469	ASV8469	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
8470	ASV8470	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
8471	ASV8471	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	NA
8472	ASV8472	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
8473	ASV8473	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
8474	ASV8474	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
8475	ASV8475	Bacteria	Planctomycetes	Gemmatales	Gemmataceae	Planctomycetacia	NA	NA
8476	ASV8476	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
8477	ASV8477	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8478	ASV8478	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
8479	ASV8479	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
8480	ASV8480	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
8481	ASV8481	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8482	ASV8482	Bacteria	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomycetacia	Planctomicrobium	NA
8483	ASV8483	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
8484	ASV8484	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
8485	ASV8485	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Pseudahrensia	NA
8486	ASV8486	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
8487	ASV8487	Bacteria	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacteria	NA	NA
8488	ASV8488	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	NA	NA
8489	ASV8489	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Blastopirellula	NA
8490	ASV8490	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
8491	ASV8491	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
8492	ASV8492	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
8493	ASV8493	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8494	ASV8494	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
8495	ASV8495	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
8496	ASV8496	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sulfitobacter	NA
8497	ASV8497	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
8498	ASV8498	Bacteria	Proteobacteria	Desulfuromonadales	Desulfuromonadaceae	Deltaproteobacteria	Desulfuromusa	NA
8499	ASV8499	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
8500	ASV8500	Bacteria	Tenericutes	Izimaplasmatales	Izimaplasmataceae	Mollicutes	Izimaplasma	NA
8501	ASV8501	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfoconvexum	NA
8502	ASV8502	Bacteria	Proteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcia	Magnetococcus	NA
8503	ASV8503	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
8504	ASV8504	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Tenacibaculum	NA
8505	ASV8505	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
8506	ASV8506	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	NA	NA
8507	ASV8507	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
8508	ASV8508	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_4	NA
8509	ASV8509	Bacteria	Bacteroidetes	Bacteroidales	Marinifilaceae	Bacteroidia	Marinifilum	NA
8510	ASV8510	Bacteria	Bacteroidetes	Bacteroidales	Prolixibacteraceae	Bacteroidia	Draconibacterium	NA
8511	ASV8511	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
8512	ASV8512	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
8513	ASV8513	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfofrigus	NA
8514	ASV8514	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
8515	ASV8515	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
8516	ASV8516	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Planktomarina	NA
8517	ASV8517	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	NA	NA
8518	ASV8518	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
8519	ASV8519	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
8520	ASV8520	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8521	ASV8521	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Halioglobus	NA
8522	ASV8522	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8523	ASV8523	Bacteria	Proteobacteria	Rickettsiales	AB1	Alphaproteobacteria	NA	NA
8524	ASV8524	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
8525	ASV8525	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8526	ASV8526	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
8527	ASV8527	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
8528	ASV8528	Bacteria	Proteobacteria	Beggiatoales	Beggiatoaceae	Gammaproteobacteria	NA	NA
8529	ASV8529	Bacteria	Bacteroidetes	Bacteroidales	Prolixibacteraceae	Bacteroidia	Draconibacterium	NA
8530	ASV8530	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	NA	NA
8531	ASV8531	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
8532	ASV8532	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
8533	ASV8533	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	NA	NA
8534	ASV8534	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
8535	ASV8535	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Marinagarivorans	NA
8536	ASV8536	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
8537	ASV8537	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
8538	ASV8538	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
8539	ASV8539	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	NA	NA
8540	ASV8540	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
8541	ASV8541	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
8542	ASV8542	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Owenweeksia	NA
8543	ASV8543	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
8544	ASV8544	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
8545	ASV8545	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
